employee_id,feature,contribucion
397,Age,0.3638026218206188
397,DailyRate,-0.034336400246307706
397,DistanceFromHome,-0.19552747428384323
397,Education,-0.02573123310250994
397,EnvironmentSatisfaction,0.25226205490309483
397,HourlyRate,-0.18133245542930376
397,JobInvolvement,0.2730000465517251
397,JobLevel,-0.0590885418401857
397,JobSatisfaction,-0.4805237102512926
397,MonthlyIncome,0.1808629892734705
397,MonthlyRate,-0.01570049767995137
397,NumCompaniesWorked,-0.34665463376941363
397,PercentSalaryHike,0.21602252323473056
397,PerformanceRating,-0.04526436721566486
397,RelationshipSatisfaction,0.25102059911157365
397,StockOptionLevel,0.1966034347559548
397,TotalWorkingYears,0.47429119658078167
397,TrainingTimesLastYear,-0.04513250962603639
397,WorkLifeBalance,-0.06753289508068759
397,YearsAtCompany,-0.033597174132994775
397,YearsInCurrentRole,0.021941533129487795
397,YearsSinceLastPromotion,-0.22050722391829292
397,YearsWithCurrManager,0.11319210666047617
397,BusinessTravel_Travel_Frequently,-0.31853187587962
397,BusinessTravel_Travel_Rarely,0.28948574468353466
397,Department_Research & Development,-0.6202184958145901
397,Department_Sales,0.2947933158402344
397,EducationField_Life Sciences,-0.6485651937574519
397,EducationField_Marketing,0.08781334583261481
397,EducationField_Medical,0.2946227071758748
397,EducationField_Other,0.08170071942944489
397,EducationField_Technical Degree,0.0626402125791861
397,Gender_Male,-0.2299693393769419
397,JobRole_Human Resources,-0.08784213759509121
397,JobRole_Laboratory Technician,-0.3700119868147403
397,JobRole_Manager,-0.034815062842762735
397,JobRole_Manufacturing Director,-0.04160052738848749
397,JobRole_Research Director,0.058877678352357854
397,JobRole_Research Scientist,-0.137315452957313
397,JobRole_Sales Executive,1.439914930545218
397,JobRole_Sales Representative,-0.16460823897073543
397,MaritalStatus_Married,-0.18188058980595956
397,MaritalStatus_Single,0.7630724689387876
397,OverTime_Yes,1.2168924246141068
832,Age,-0.001657415133579185
832,DailyRate,0.186544899545006
832,DistanceFromHome,0.5794455983132897
832,Education,-0.02573123310250994
832,EnvironmentSatisfaction,-0.10479111496662269
832,HourlyRate,0.07038343268571967
832,JobInvolvement,0.2730000465517251
832,JobLevel,-0.0590885418401857
832,JobSatisfaction,-0.4805237102512926
832,MonthlyIncome,0.07171011719792147
832,MonthlyRate,0.01788348422062925
832,NumCompaniesWorked,0.8625237328364395
832,PercentSalaryHike,0.11306412749200809
832,PerformanceRating,-0.04526436721566486
832,RelationshipSatisfaction,-0.0861859237158537
832,StockOptionLevel,-0.3004602860398129
832,TotalWorkingYears,0.17427850791834162
832,TrainingTimesLastYear,0.12945904076942027
832,WorkLifeBalance,-0.06753289508068759
832,YearsAtCompany,-0.016268105369660623
832,YearsInCurrentRole,0.21009017971484575
832,YearsSinceLastPromotion,-0.22050722391829292
832,YearsWithCurrManager,0.11319210666047617
832,BusinessTravel_Travel_Frequently,-0.31853187587962
832,BusinessTravel_Travel_Rarely,0.28948574468353466
832,Department_Research & Development,0.3351779595644715
832,Department_Sales,-0.13124927123785718
832,EducationField_Life Sciences,0.4454898625973317
832,EducationField_Marketing,0.08781334583261481
832,EducationField_Medical,-0.6498220457337052
832,EducationField_Other,0.08170071942944489
832,EducationField_Technical Degree,0.0626402125791861
832,Gender_Male,-0.2299693393769419
832,JobRole_Human Resources,-0.08784213759509121
832,JobRole_Laboratory Technician,-0.3700119868147403
832,JobRole_Manager,-0.034815062842762735
832,JobRole_Manufacturing Director,-0.04160052738848749
832,JobRole_Research Director,0.058877678352357854
832,JobRole_Research Scientist,-0.137315452957313
832,JobRole_Sales Executive,-0.4356198334181103
832,JobRole_Sales Representative,-0.16460823897073543
832,MaritalStatus_Married,-0.18188058980595956
832,MaritalStatus_Single,-0.35068862402293216
832,OverTime_Yes,-0.5055041433747735
483,Age,0.059252591025453806
483,DailyRate,0.11446340667417652
483,DistanceFromHome,0.5794455983132897
483,Education,-0.02573123310250994
483,EnvironmentSatisfaction,0.6093152247728123
483,HourlyRate,0.059672118297846334
483,JobInvolvement,0.2730000465517251
483,JobLevel,-0.0590885418401857
483,JobSatisfaction,-0.4805237102512926
483,MonthlyIncome,0.2515842231102008
483,MonthlyRate,-0.003049495641433105
483,NumCompaniesWorked,0.2579345495335129
483,PercentSalaryHike,0.06158492962064688
483,PerformanceRating,-0.04526436721566486
483,RelationshipSatisfaction,-0.423392446543281
483,StockOptionLevel,0.1966034347559548
483,TotalWorkingYears,0.17427850791834162
483,TrainingTimesLastYear,-0.04513250962603639
483,WorkLifeBalance,-0.06753289508068759
483,YearsAtCompany,-0.06825531165966307
483,YearsInCurrentRole,0.21009017971484575
483,YearsSinceLastPromotion,-0.4058846204966617
483,YearsWithCurrManager,0.21334230249334804
483,BusinessTravel_Travel_Frequently,-0.31853187587962
483,BusinessTravel_Travel_Rarely,0.28948574468353466
483,Department_Research & Development,0.3351779595644715
483,Department_Sales,-0.13124927123785718
483,EducationField_Life Sciences,0.4454898625973317
483,EducationField_Marketing,0.08781334583261481
483,EducationField_Medical,0.2946227071758748
483,EducationField_Other,-1.6340143885888978
483,EducationField_Technical Degree,0.0626402125791861
483,Gender_Male,0.15796254622776826
483,JobRole_Human Resources,-0.08784213759509121
483,JobRole_Laboratory Technician,1.7219788617147527
483,JobRole_Manager,-0.034815062842762735
483,JobRole_Manufacturing Director,-0.04160052738848749
483,JobRole_Research Director,0.058877678352357854
483,JobRole_Research Scientist,-0.137315452957313
483,JobRole_Sales Executive,-0.4356198334181103
483,JobRole_Sales Representative,-0.16460823897073543
483,MaritalStatus_Married,-0.18188058980595956
483,MaritalStatus_Single,0.7630724689387876
483,OverTime_Yes,-0.5055041433747735
456,Age,0.1810726033435198
456,DailyRate,0.051234026962922605
456,DistanceFromHome,-0.08481703534139566
456,Education,0.003079908205958754
456,EnvironmentSatisfaction,-0.10479111496662269
456,HourlyRate,0.11322869023721302
456,JobInvolvement,0.2730000465517251
456,JobLevel,0.6562303940839436
456,JobSatisfaction,-0.4805237102512926
456,MonthlyIncome,-0.43948331745814645
456,MonthlyRate,0.07155440195979763
456,NumCompaniesWorked,1.265583188371724
456,PercentSalaryHike,-0.2987694554788817
456,PerformanceRating,0.24767295268948722
456,RelationshipSatisfaction,-0.0861859237158537
456,StockOptionLevel,-0.05192842564192907
456,TotalWorkingYears,0.09927533575273162
456,TrainingTimesLastYear,-0.04513250962603639
456,WorkLifeBalance,0.2138085990003954
456,YearsAtCompany,-0.033597174132994775
456,YearsInCurrentRole,0.021941533129487795
456,YearsSinceLastPromotion,-0.4058846204966617
456,YearsWithCurrManager,0.3134924983262199
456,BusinessTravel_Travel_Frequently,-0.31853187587962
456,BusinessTravel_Travel_Rarely,0.28948574468353466
456,Department_Research & Development,-0.6202184958145901
456,Department_Sales,0.2947933158402344
456,EducationField_Life Sciences,-0.6485651937574519
456,EducationField_Marketing,0.08781334583261481
456,EducationField_Medical,0.2946227071758748
456,EducationField_Other,0.08170071942944489
456,EducationField_Technical Degree,0.0626402125791861
456,Gender_Male,0.15796254622776826
456,JobRole_Human Resources,-0.08784213759509121
456,JobRole_Laboratory Technician,-0.3700119868147403
456,JobRole_Manager,0.4493025002005191
456,JobRole_Manufacturing Director,-0.04160052738848749
456,JobRole_Research Director,0.058877678352357854
456,JobRole_Research Scientist,-0.137315452957313
456,JobRole_Sales Executive,-0.4356198334181103
456,JobRole_Sales Representative,-0.16460823897073543
456,MaritalStatus_Married,-0.18188058980595956
456,MaritalStatus_Single,-0.35068862402293216
456,OverTime_Yes,-0.5055041433747735
1342,Age,0.0897075941049703
1342,DailyRate,-0.2826170979124981
1342,DistanceFromHome,-0.19552747428384323
1342,Education,0.003079908205958754
1342,EnvironmentSatisfaction,-0.10479111496662269
1342,HourlyRate,0.006115546358479645
1342,JobInvolvement,-0.10006376208270411
1342,JobLevel,0.6562303940839436
1342,JobSatisfaction,-0.4805237102512926
1342,MonthlyIncome,-0.2776843656033937
1342,MonthlyRate,0.06595597002321198
1342,NumCompaniesWorked,-0.14512490600177147
1342,PercentSalaryHike,0.11306412749200809
1342,PerformanceRating,-0.04526436721566486
1342,RelationshipSatisfaction,-0.423392446543281
1342,StockOptionLevel,-0.5489921464376968
1342,TotalWorkingYears,0.17427850791834162
1342,TrainingTimesLastYear,-0.04513250962603639
1342,WorkLifeBalance,-0.06753289508068759
1342,YearsAtCompany,-0.033597174132994775
1342,YearsInCurrentRole,0.11601585642216677
1342,YearsSinceLastPromotion,-0.22050722391829292
1342,YearsWithCurrManager,0.41364269415909183
1342,BusinessTravel_Travel_Frequently,-0.31853187587962
1342,BusinessTravel_Travel_Rarely,0.28948574468353466
1342,Department_Research & Development,-0.6202184958145901
1342,Department_Sales,0.2947933158402344
1342,EducationField_Life Sciences,-0.6485651937574519
1342,EducationField_Marketing,0.08781334583261481
1342,EducationField_Medical,0.2946227071758748
1342,EducationField_Other,0.08170071942944489
1342,EducationField_Technical Degree,0.0626402125791861
1342,Gender_Male,0.15796254622776826
1342,JobRole_Human Resources,-0.08784213759509121
1342,JobRole_Laboratory Technician,-0.3700119868147403
1342,JobRole_Manager,-0.034815062842762735
1342,JobRole_Manufacturing Director,-0.04160052738848749
1342,JobRole_Research Director,0.058877678352357854
1342,JobRole_Research Scientist,-0.137315452957313
1342,JobRole_Sales Executive,1.439914930545218
1342,JobRole_Sales Representative,-0.16460823897073543
1342,MaritalStatus_Married,0.2104781668194752
1342,MaritalStatus_Single,-0.35068862402293216
1342,OverTime_Yes,1.2168924246141068
104,Age,-0.001657415133579185
104,DailyRate,-0.09714425075948661
104,DistanceFromHome,-0.26933443357880826
104,Education,-0.02573123310250994
104,EnvironmentSatisfaction,-0.10479111496662269
104,HourlyRate,-0.18668811262324045
104,JobInvolvement,0.2730000465517251
104,JobLevel,-0.0590885418401857
104,JobSatisfaction,-0.4805237102512926
104,MonthlyIncome,0.12154840605556766
104,MonthlyRate,0.009152045509614291
104,NumCompaniesWorked,0.4594642773011551
104,PercentSalaryHike,0.06158492962064688
104,PerformanceRating,-0.04526436721566486
104,RelationshipSatisfaction,-0.423392446543281
104,StockOptionLevel,-0.05192842564192907
104,TotalWorkingYears,-0.4257468694065384
104,TrainingTimesLastYear,0.12945904076942027
104,WorkLifeBalance,-0.3488743891617706
104,YearsAtCompany,-0.10291344918633137
104,YearsInCurrentRole,0.3982388263002037
104,YearsSinceLastPromotion,-0.4058846204966617
104,YearsWithCurrManager,0.41364269415909183
104,BusinessTravel_Travel_Frequently,-0.31853187587962
104,BusinessTravel_Travel_Rarely,-0.7134800171998229
104,Department_Research & Development,0.3351779595644715
104,Department_Sales,-0.13124927123785718
104,EducationField_Life Sciences,-0.6485651937574519
104,EducationField_Marketing,0.08781334583261481
104,EducationField_Medical,0.2946227071758748
104,EducationField_Other,0.08170071942944489
104,EducationField_Technical Degree,0.0626402125791861
104,Gender_Male,0.15796254622776826
104,JobRole_Human Resources,-0.08784213759509121
104,JobRole_Laboratory Technician,-0.3700119868147403
104,JobRole_Manager,-0.034815062842762735
104,JobRole_Manufacturing Director,-0.04160052738848749
104,JobRole_Research Director,0.058877678352357854
104,JobRole_Research Scientist,-0.137315452957313
104,JobRole_Sales Executive,-0.4356198334181103
104,JobRole_Sales Representative,-0.16460823897073543
104,MaritalStatus_Married,-0.18188058980595956
104,MaritalStatus_Single,-0.35068862402293216
104,OverTime_Yes,-0.5055041433747735
846,Age,0.059252591025453806
846,DailyRate,-0.003986297984905822
846,DistanceFromHome,-0.26933443357880826
846,Education,0.003079908205958754
846,EnvironmentSatisfaction,-0.10479111496662269
846,HourlyRate,0.11322869023721302
846,JobInvolvement,0.2730000465517251
846,JobLevel,0.6562303940839436
846,JobSatisfaction,0.26246486653094636
846,MonthlyIncome,-0.3269084501969492
846,MonthlyRate,0.033859174882645254
846,NumCompaniesWorked,-0.14512490600177147
846,PercentSalaryHike,-0.14433186186479802
846,PerformanceRating,-0.04526436721566486
846,RelationshipSatisfaction,0.25102059911157365
846,StockOptionLevel,-0.05192842564192907
846,TotalWorkingYears,-0.2757405250753184
846,TrainingTimesLastYear,0.12945904076942027
846,WorkLifeBalance,-0.3488743891617706
846,YearsAtCompany,0.0010609633936735242
846,YearsInCurrentRole,-0.26028143674854914
846,YearsSinceLastPromotion,0.7063797589735509
846,YearsWithCurrManager,0.0130419108276043
846,BusinessTravel_Travel_Frequently,-0.31853187587962
846,BusinessTravel_Travel_Rarely,0.28948574468353466
846,Department_Research & Development,0.3351779595644715
846,Department_Sales,-0.13124927123785718
846,EducationField_Life Sciences,-0.6485651937574519
846,EducationField_Marketing,0.08781334583261481
846,EducationField_Medical,0.2946227071758748
846,EducationField_Other,0.08170071942944489
846,EducationField_Technical Degree,0.0626402125791861
846,Gender_Male,0.15796254622776826
846,JobRole_Human Resources,-0.08784213759509121
846,JobRole_Laboratory Technician,-0.3700119868147403
846,JobRole_Manager,-0.034815062842762735
846,JobRole_Manufacturing Director,0.38223058828234047
846,JobRole_Research Director,0.058877678352357854
846,JobRole_Research Scientist,-0.137315452957313
846,JobRole_Sales Executive,-0.4356198334181103
846,JobRole_Sales Representative,-0.16460823897073543
846,MaritalStatus_Married,-0.18188058980595956
846,MaritalStatus_Single,-0.35068862402293216
846,OverTime_Yes,-0.5055041433747735
178,Age,-0.2757524428492276
178,DailyRate,0.11952175705107684
178,DistanceFromHome,-0.30623791322629074
178,Education,-0.02573123310250994
178,EnvironmentSatisfaction,0.25226205490309483
178,HourlyRate,-0.1438428550717471
178,JobInvolvement,-0.10006376208270411
178,JobLevel,0.6562303940839436
178,JobSatisfaction,0.6339591549220659
178,MonthlyIncome,-0.34261453066441167
178,MonthlyRate,-0.08148703022403302
178,NumCompaniesWorked,-0.34665463376941363
178,PercentSalaryHike,-0.5046862469643265
178,PerformanceRating,0.24767295268948722
178,RelationshipSatisfaction,-0.0861859237158537
178,StockOptionLevel,-0.5489921464376968
178,TotalWorkingYears,-0.9507690745658084
178,TrainingTimesLastYear,0.12945904076942027
178,WorkLifeBalance,-0.06753289508068759
178,YearsAtCompany,0.29565513237035407
178,YearsInCurrentRole,-0.8247273765046229
178,YearsSinceLastPromotion,2.3747763281788696
178,YearsWithCurrManager,-0.2874086766710113
178,BusinessTravel_Travel_Frequently,-0.31853187587962
178,BusinessTravel_Travel_Rarely,0.28948574468353466
178,Department_Research & Development,-0.6202184958145901
178,Department_Sales,0.2947933158402344
178,EducationField_Life Sciences,0.4454898625973317
178,EducationField_Marketing,-0.6911515926308389
178,EducationField_Medical,0.2946227071758748
178,EducationField_Other,0.08170071942944489
178,EducationField_Technical Degree,0.0626402125791861
178,Gender_Male,-0.2299693393769419
178,JobRole_Human Resources,-0.08784213759509121
178,JobRole_Laboratory Technician,-0.3700119868147403
178,JobRole_Manager,-0.034815062842762735
178,JobRole_Manufacturing Director,-0.04160052738848749
178,JobRole_Research Director,0.058877678352357854
178,JobRole_Research Scientist,-0.137315452957313
178,JobRole_Sales Executive,1.439914930545218
178,JobRole_Sales Representative,-0.16460823897073543
178,MaritalStatus_Married,-0.18188058980595956
178,MaritalStatus_Single,-0.35068862402293216
178,OverTime_Yes,-0.5055041433747735
207,Age,0.02879758794593731
207,DailyRate,0.07357507446089899
207,DistanceFromHome,0.32112124078091203
207,Education,-0.05454237441097864
207,EnvironmentSatisfaction,0.25226205490309483
207,HourlyRate,-0.04208536838695038
207,JobInvolvement,-0.10006376208270411
207,JobLevel,-0.774407477764315
207,JobSatisfaction,-0.4805237102512926
207,MonthlyIncome,0.3856562396145729
207,MonthlyRate,-0.04469733464075577
207,NumCompaniesWorked,-0.34665463376941363
207,PercentSalaryHike,0.11306412749200809
207,PerformanceRating,-0.04526436721566486
207,RelationshipSatisfaction,0.588227121939001
207,StockOptionLevel,0.1966034347559548
207,TotalWorkingYears,0.24928168008395163
207,TrainingTimesLastYear,0.12945904076942027
207,WorkLifeBalance,-0.06753289508068759
207,YearsAtCompany,0.01839003215700767
207,YearsInCurrentRole,0.30416450300752473
207,YearsSinceLastPromotion,-0.22050722391829292
207,YearsWithCurrManager,-0.2874086766710113
207,BusinessTravel_Travel_Frequently,1.4531940715805367
207,BusinessTravel_Travel_Rarely,-0.7134800171998229
207,Department_Research & Development,0.3351779595644715
207,Department_Sales,-0.13124927123785718
207,EducationField_Life Sciences,0.4454898625973317
207,EducationField_Marketing,0.08781334583261481
207,EducationField_Medical,-0.6498220457337052
207,EducationField_Other,0.08170071942944489
207,EducationField_Technical Degree,0.0626402125791861
207,Gender_Male,-0.2299693393769419
207,JobRole_Human Resources,-0.08784213759509121
207,JobRole_Laboratory Technician,1.7219788617147527
207,JobRole_Manager,-0.034815062842762735
207,JobRole_Manufacturing Director,-0.04160052738848749
207,JobRole_Research Director,0.058877678352357854
207,JobRole_Research Scientist,-0.137315452957313
207,JobRole_Sales Executive,-0.4356198334181103
207,JobRole_Sales Representative,-0.16460823897073543
207,MaritalStatus_Married,-0.18188058980595956
207,MaritalStatus_Single,0.7630724689387876
207,OverTime_Yes,-0.5055041433747735
231,Age,-0.15393243053116165
231,DailyRate,0.11699258186262669
231,DistanceFromHome,-0.19552747428384323
231,Education,-0.02573123310250994
231,EnvironmentSatisfaction,-0.10479111496662269
231,HourlyRate,0.03824948952209966
231,JobInvolvement,-0.10006376208270411
231,JobLevel,2.0868682659322024
231,JobSatisfaction,-0.4805237102512926
231,MonthlyIncome,-1.1129144213004605
231,MonthlyRate,-0.06300625608626026
231,NumCompaniesWorked,-0.34665463376941363
231,PercentSalaryHike,0.21602252323473056
231,PerformanceRating,-0.04526436721566486
231,RelationshipSatisfaction,-0.423392446543281
231,StockOptionLevel,0.1966034347559548
231,TotalWorkingYears,-0.8007627302345884
231,TrainingTimesLastYear,-0.04513250962603639
231,WorkLifeBalance,-0.06753289508068759
231,YearsAtCompany,0.26099699484368577
231,YearsInCurrentRole,-1.2010246696753388
231,YearsSinceLastPromotion,1.6332667418653946
231,YearsWithCurrManager,-1.0886102433339861
231,BusinessTravel_Travel_Frequently,-0.31853187587962
231,BusinessTravel_Travel_Rarely,0.28948574468353466
231,Department_Research & Development,0.3351779595644715
231,Department_Sales,-0.13124927123785718
231,EducationField_Life Sciences,0.4454898625973317
231,EducationField_Marketing,0.08781334583261481
231,EducationField_Medical,0.2946227071758748
231,EducationField_Other,0.08170071942944489
231,EducationField_Technical Degree,-0.5454426057602714
231,Gender_Male,0.15796254622776826
231,JobRole_Human Resources,-0.08784213759509121
231,JobRole_Laboratory Technician,-0.3700119868147403
231,JobRole_Manager,0.4493025002005191
231,JobRole_Manufacturing Director,-0.04160052738848749
231,JobRole_Research Director,0.058877678352357854
231,JobRole_Research Scientist,-0.137315452957313
231,JobRole_Sales Executive,-0.4356198334181103
231,JobRole_Sales Representative,-0.16460823897073543
231,MaritalStatus_Married,0.2104781668194752
231,MaritalStatus_Single,-0.35068862402293216
231,OverTime_Yes,-0.5055041433747735
1267,Age,0.0897075941049703
1267,DailyRate,-0.23835653211462038
1267,DistanceFromHome,0.025893403601051895
1267,Education,0.003079908205958754
1267,EnvironmentSatisfaction,-0.4618442848363402
1267,HourlyRate,-0.11706456910206375
1267,JobInvolvement,-0.10006376208270411
1267,JobLevel,-0.0590885418401857
1267,JobSatisfaction,-0.10902942186017313
1267,MonthlyIncome,0.22350631389462547
1267,MonthlyRate,-0.014226530357804258
1267,NumCompaniesWorked,-0.34665463376941363
1267,PercentSalaryHike,0.06158492962064688
1267,PerformanceRating,-0.04526436721566486
1267,RelationshipSatisfaction,-0.0861859237158537
1267,StockOptionLevel,-0.05192842564192907
1267,TotalWorkingYears,-0.2757405250753184
1267,TrainingTimesLastYear,-0.04513250962603639
1267,WorkLifeBalance,-0.06753289508068759
1267,YearsAtCompany,0.13969351350034673
1267,YearsInCurrentRole,-0.9188016997973019
1267,YearsSinceLastPromotion,-0.4058846204966617
1267,YearsWithCurrManager,-0.2874086766710113
1267,BusinessTravel_Travel_Frequently,-0.31853187587962
